x,y,val
220,300,0.047058823529411764
221,300,0.011764705882352941
222,299,0.010784313725490196
223,298,0.010784313725490196
224,296,0.010784313725490196
225,295,0.010784313725490196
226,293,0.010784313725490196
227,292,0.010784313725490196
228,290,0.010784313725490196
229,289,0.010784313725490196
230,287,0.010784313725490196
231,286,0.010784313725490196
232,284,0.010784313725490196
233,283,0.010784313725490196
234,281,0.010784313725490196
235,280,0.010784313725490196
236,278,0.010784313725490196
237,277,0.010784313725490196
238,275,0.010784313725490196
239,274,0.010784313725490196
240,273,0.010784313725490196
241,271,0.010784313725490196
242,270,0.010784313725490196
243,268,0.010784313725490196
244,267,0.010784313725490196
245,266,0.010784313725490196
246,264,0.010784313725490196
247,263,0.010784313725490196
248,261,0.010784313725490196
249,260,0.010784313725490196
250,259,0.010784313725490196
251,257,0.010784313725490196
252,256,0.010784313725490196
253,255,0.010784313725490196
254,253,0.010784313725490196
255,252,0.010784313725490196
256,251,0.010784313725490196
257,249,0.010784313725490196
258,248,0.010784313725490196
259,247,0.010784313725490196
260,244,0.010784313725490196
261,243,0.010784313725490196
262,242,0.010784313725490196
263,241,0.010784313725490196
264,239,0.010784313725490196
265,238,0.010784313725490196
266,237,0.010784313725490196
267,236,0.010784313725490196
268,235,0.010784313725490196
269,234,0.010784313725490196
270,233,0.010784313725490196
271,232,0.010784313725490196
272,231,0.010784313725490196
273,230,0.010784313725490196
274,229,0.010784313725490196
275,228,0.010784313725490196
276,227,0.010784313725490196
277,226,0.010784313725490196
278,225,0.010784313725490196
279,224,0.010784313725490196
280,224,0.010784313725490196
281,223,0.010784313725490196
282,222,0.010784313725490196
283,221,0.010784313725490196
284,220,0.010784313725490196
285,220,0.010784313725490196
286,219,0.010784313725490196
287,218,0.010784313725490196
288,217,0.010784313725490196
289,217,0.010784313725490196
290,216,0.010784313725490196
291,215,0.010784313725490196
292,215,0.010784313725490196
293,214,0.010784313725490196
294,213,0.010784313725490196
295,213,0.010784313725490196
296,212,0.010784313725490196
297,211,0.010784313725490196
298,211,0.010784313725490196
299,210,0.010784313725490196
300,209,0.010784313725490196
301,209,0.010784313725490196
302,208,0.010784313725490196
303,208,0.010784313725490196
304,207,0.010784313725490196
305,207,0.010784313725490196
306,206,0.010784313725490196
307,205,0.010784313725490196
308,205,0.010784313725490196
309,204,0.010784313725490196
310,204,0.010784313725490196
311,203,0.010784313725490196
312,203,0.010784313725490196
313,202,0.010784313725490196
314,202,0.010784313725490196
315,201,0.010784313725490196
316,201,0.010784313725490196
317,200,0.010784313725490196
318,200,0.010784313725490196
319,200,0.010784313725490196
320,200,0.010784313725490196
321,200,0.010784313725490196
322,200,0.010784313725490196
323,200,0.010784313725490196
324,200,0.018627450980392157
325,200,0.03431372549019608
326,200,0.12254901960784313
